City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,tamanrasset,22.785,5.5228,23.95,29,0,1.54,DZ,1687832130
305,taksimo,56.3444,114.8794,25.44,47,11,2.35,RU,1687832130
306,churapcha,62.0025,132.4325,29.39,44,100,2.06,RU,1687831939
307,megion,61.0296,76.1136,15.01,59,19,2.32,RU,1687831966
308,karasuk,53.7377,78.0403,19.42,44,36,9.26,RU,1687832131
309,bakanas,44.8081,76.2772,26.24,31,0,9.03,KZ,1687832131
310,dodoma,-6.1722,35.7395,15.28,70,13,3.49,TZ,1687832083
311,gassol,8.5333,10.4667,22.91,90,29,1.76,NG,1687832131
312,pangody,65.85,74.4859,13.5,54,98,1.77,RU,1687832132
313,beidao,34.5686,105.8933,24.81,62,100,6.36,CN,1687831844
314,cateel,7.7914,126.4533,29.83,68,100,1.41,PH,1687832132
315,bata,1.8639,9.7658,24.4,88,100,4.15,GQ,1687831845
316,o rosal,41.9354,-8.8368,17.53,87,0,4.76,ES,1687832132
317,waingapu,-9.6567,120.2641,28.45,67,36,0.77,ID,1687832133
318,illushi,6.6667,6.6308,22.71,97,98,1.7,NG,1687832134
319,la'ie,21.6477,-157.9253,30.98,65,2,2.68,US,1687831845
320,severo-yeniseyskiy,60.3725,93.0408,11.75,61,100,3.16,RU,1687832134
321,santa ana de yacuma,-13.75,-65.4333,23.84,70,3,0.96,BO,1687831846
322,altpinar,39.2042,32.7478,15.46,73,0,2.23,TR,1687832135
323,howrah,22.5892,88.3103,28.0,89,100,4.12,IN,1687832135
324,jianshui,23.6363,102.8264,24.58,73,7,1.76,CN,1687832135
325,newman,37.3138,-121.0208,29.6,37,1,2.24,US,1687832135
326,el granada,37.5027,-122.4694,19.47,84,100,8.23,US,1687832136
327,enewetak,11.3474,162.3373,28.25,79,83,7.73,MH,1687832136
328,guanica,17.9716,-66.908,27.81,68,17,2.35,PR,1687832136
329,cedar city,37.6775,-113.0619,25.54,14,0,6.69,US,1687832134
330,lihue,21.9789,-159.3672,28.58,69,75,8.23,US,1687832136
331,usol'ye,59.4268,56.6808,13.13,69,64,1.6,RU,1687831848
332,pechora,65.1472,57.2244,10.11,70,100,3.46,RU,1687831848
333,alice,27.7523,-98.0697,31.69,65,0,7.3,US,1687831872
334,rechka-vydrino,51.485,104.8461,11.95,67,69,2.56,RU,1687832137
335,polyarnyy,69.1989,33.4478,7.74,87,90,1.11,RU,1687832137
336,bel air north,39.5543,-76.3731,23.73,91,98,2.24,US,1687832138
337,ingeniero jacobacci,-41.3427,-69.5448,4.07,74,100,3.26,AR,1687832138
338,valparaiso,-33.0393,-71.6273,11.8,100,75,1.03,CL,1687831850
339,sale,34.0389,-6.8166,32.58,46,0,0.0,MA,1687832138
340,gostyn,51.8825,17.0123,17.82,94,100,4.38,PL,1687832138
341,lakota,5.8528,-5.6883,19.78,96,100,1.02,CI,1687832139
342,baoshan,46.5586,131.4244,29.61,41,97,4.65,CN,1687832139
343,tongchuanshi,35.0806,109.0897,28.67,51,50,4.19,CN,1687832139
344,selfoss,63.9331,-20.9971,10.02,90,39,1.9,IS,1687832140
345,kindu,-2.95,25.95,20.51,97,15,0.71,CD,1687832140
346,page,36.9147,-111.4558,33.88,7,0,6.71,US,1687832140
347,salahonda,2.1019,-78.7217,26.92,78,13,2.36,CO,1687832141
348,vila franca do campo,37.7167,-25.4333,20.23,92,80,3.66,PT,1687832141
349,ancud,-41.8697,-73.8203,8.11,86,100,2.74,CL,1687832141
350,fang,19.9169,99.2145,26.24,85,75,0.95,TH,1687832141
351,jiuquan,39.7432,98.5174,20.85,18,100,1.46,CN,1687832141
352,pacific grove,36.6177,-121.9166,21.12,85,100,4.12,US,1687831853
353,carutapera,-1.195,-46.02,23.65,94,51,2.4,BR,1687832142
354,santa terezinha,-29.9002,-50.0904,18.85,79,0,2.46,BR,1687831854
355,sanctuary point,-35.1114,150.629,19.07,38,70,1.96,AU,1687832142
356,barra de santo antonio,-9.4047,-35.5072,21.6,84,100,4.69,BR,1687832142
357,moyynkum,44.2914,72.9469,27.25,16,0,5.0,KZ,1687832143
358,happy valley-goose bay,53.3168,-60.3315,19.17,42,75,2.57,CA,1687832143
359,cody,44.5263,-109.0565,16.47,71,100,0.45,US,1687832143
360,puerto baquerizo moreno,-0.9,-89.6,24.49,80,90,5.08,EC,1687831943
361,tchintabaraden,15.8969,5.7985,30.65,45,100,6.62,NE,1687831856
362,notodden,59.5594,9.2585,15.53,92,100,0.4,NO,1687832144
363,guiratinga,-16.3494,-53.7583,18.45,36,0,2.15,BR,1687832144
364,puerto leguizamo,-0.1934,-74.7819,22.09,98,62,0.75,CO,1687832144
365,arkhangel'sk,64.5401,40.5433,15.78,71,77,1.45,RU,1687832144
366,sisimiut,66.9395,-53.6735,4.9,78,52,4.4,GL,1687831858
367,magadan,59.5667,150.8,22.52,77,67,3.46,RU,1687832145
368,baotou,40.6522,109.8222,27.06,31,100,4.6,CN,1687832145
369,tyre,33.2733,35.1939,22.89,79,0,2.75,LB,1687831859
370,manakara,-22.1333,48.0167,14.98,93,19,1.97,MG,1687832146
371,farrukhnagar,17.0778,78.2011,23.84,76,100,6.12,IN,1687832146
372,mogocha,53.7333,119.7667,23.34,54,98,3.86,RU,1687832146
373,namibe,-15.1961,12.1522,15.18,80,0,3.78,AO,1687831859
374,long beach,33.767,-118.1892,26.08,74,0,5.66,US,1687831397
375,challapata,-18.9,-66.7667,5.62,18,54,1.42,BO,1687832147
376,luderitz,-26.6481,15.1594,12.61,91,65,8.64,NA,1687831860
377,bethanie,-26.4833,17.15,6.47,82,0,4.17,NA,1687832147
378,remire-montjoly,4.9167,-52.2667,24.02,100,75,0.0,GF,1687832148
379,gebeit,21.0667,36.3167,27.86,26,1,1.66,SD,1687832148
380,grand falls-windsor,48.9332,-55.6649,11.95,82,94,2.05,CA,1687831861
381,drayton valley,53.2168,-114.9854,18.18,85,100,2.98,CA,1687832152
382,haiku-pauwela,20.9219,-156.3051,28.01,61,20,11.32,US,1687832152
383,charters towers,-20.1,146.2667,27.28,39,1,4.97,AU,1687832153
384,crane,31.3974,-102.3501,37.76,12,8,11.13,US,1687832153
385,kavieng,-2.5744,150.7967,28.7,77,70,9.02,PG,1687832154
386,aswan,24.0934,32.907,28.11,15,0,4.3,EG,1687831863
387,kuanda,56.3161,116.0806,26.63,41,4,3.46,RU,1687831863
388,manggar,-2.8833,108.2667,28.85,71,3,4.27,ID,1687831863
389,jalapa,19.5333,-96.9167,17.45,98,39,0.71,MX,1687831470
390,mogok,22.9167,96.5,24.4,66,22,1.4,MM,1687831864
391,kodiak,57.79,-152.4072,10.73,76,100,5.14,US,1687832156
392,new norfolk,-42.7826,147.0587,13.17,72,67,2.61,AU,1687832157
393,shohimardon,39.9839,71.8028,20.43,47,0,0.79,UZ,1687832158
394,tengrela,10.4869,-6.4097,23.23,91,98,2.8,CI,1687832158
395,yanchep,-31.55,115.6833,11.74,61,0,2.3,AU,1687832158
396,kuqa,41.7278,82.9364,23.66,22,4,2.64,CN,1687832158
397,salinopolis,-0.6136,-47.3561,25.71,86,29,5.0,BR,1687832159
398,irymple,-34.25,142.1667,10.61,85,100,0.45,AU,1687832159
399,cochirleanca,45.2167,27.0333,17.62,58,12,1.74,RO,1687832159
400,brookings,44.3114,-96.7984,21.72,71,1,1.94,US,1687832106
401,boguchany,58.3814,97.4531,9.13,98,100,3.44,RU,1687832159
402,alice springs,-23.7,133.8833,12.75,71,100,0.0,AU,1687831866
403,ta`u,-14.2336,-169.5144,27.3,76,32,6.01,AS,1687831866
404,oranjemund,-28.55,16.4333,13.81,84,97,8.58,NA,1687832160
405,teterow,53.7833,12.5667,15.09,84,48,6.37,DE,1687832160
406,korla,41.7597,86.1469,23.8,28,0,5.31,CN,1687832161
407,kapuskasing,49.4169,-82.4331,15.05,58,100,4.63,CA,1687831867
408,zhezqazghan,47.7833,67.7667,13.32,62,0,4.0,KZ,1687831868
409,vernon,50.2581,-119.2691,30.52,33,31,1.79,CA,1687831650
410,pitiquito,30.7,-112.0833,38.58,8,3,5.4,MX,1687832161
411,leh,34.1667,77.5833,13.48,56,46,2.83,IN,1687832162
412,luwingu,-10.2621,29.9271,9.71,79,30,1.64,ZM,1687832162
413,colac,-38.3333,143.5833,12.32,77,100,5.08,AU,1687832162
414,villa emilio carranza,19.9667,-96.6,27.21,84,2,2.68,MX,1687832162
415,laayoune,27.1622,-13.2032,23.19,100,100,6.17,EH,1687832163
416,talcahuano,-36.7167,-73.1167,10.82,100,100,3.09,CL,1687832163
417,ulanhot,46.0833,122.0833,24.38,57,100,3.52,CN,1687832163
418,port lincoln,-34.7333,135.8667,13.65,71,100,2.81,AU,1687831570
419,arraial do cabo,-22.9661,-42.0278,21.55,92,0,8.82,BR,1687832164
420,san patricio,28.017,-97.5169,30.4,72,0,6.63,US,1687831857
421,plastun,44.7561,136.2939,24.4,59,100,4.68,RU,1687832165
422,viqueque,-8.8673,126.3658,29.55,69,96,2.22,TL,1687832165
423,moyale,3.5167,39.0584,18.29,82,100,4.44,KE,1687832165
424,karratha,-20.7377,116.8463,19.76,34,0,7.11,AU,1687831871
425,sarangani,5.4033,125.4636,28.68,73,12,3.11,PH,1687832167
426,laurinburg,34.7741,-79.4628,29.25,69,0,5.66,US,1687832167
427,baiti,13.745,-14.7482,27.69,70,71,3.96,SN,1687832167
428,ke-macina,13.9623,-5.3572,30.53,53,98,3.27,ML,1687832167
429,spring creek,40.7266,-115.5859,18.55,53,100,7.99,US,1687832167
430,prokhorovka,51.0374,36.7325,12.76,99,100,3.11,RU,1687832168
431,manokwari,-0.8667,134.0833,28.48,74,54,6.05,ID,1687832168
432,tangalle,6.024,80.7911,25.09,81,46,5.22,LK,1687831873
433,pocone,-16.2567,-56.6228,21.6,42,0,2.25,BR,1687832168
434,achinsk,56.2694,90.4993,16.24,60,5,2.13,RU,1687831874
435,vorkuta,67.5,64.0,9.35,78,100,3.68,RU,1687832169
436,walvis bay,-22.9575,14.5053,13.38,76,100,2.22,NA,1687832169
437,bonthe,7.5264,-12.505,24.65,90,100,2.69,SL,1687832169
438,lospalos,-8.5186,127.0025,27.84,66,84,2.39,TL,1687832169
439,guymon,36.6828,-101.4816,27.0,65,0,4.63,US,1687832069
440,roma,43.2128,-75.4557,20.92,84,40,3.6,US,1687831875
441,mineiros,-17.5694,-52.5511,16.11,50,0,1.98,BR,1687832170
442,nova praha,48.5682,32.9027,11.78,95,0,3.87,UA,1687832170
443,basco,20.4487,121.9702,27.65,84,100,6.56,PH,1687832170
444,mitsamiouli,-11.3847,43.2844,24.72,71,13,3.35,KM,1687831876
445,sur,22.5667,59.5289,29.27,74,90,5.32,OM,1687832094
446,staroaleyskoye,51.0061,82.0,19.28,40,100,6.55,RU,1687832171
447,anar darah,32.7587,61.654,26.51,17,0,6.07,AF,1687832171
448,guacamayas,18.0167,-102.2167,27.07,85,98,3.75,MX,1687832172
449,north battleford,52.7834,-108.2847,23.05,56,0,1.03,CA,1687832172
450,tomakomai,42.6369,141.6033,24.08,69,75,6.69,JP,1687832172
451,ghoti budrukh,19.7167,73.6333,22.07,93,100,2.99,IN,1687832172
452,rikaze,29.25,88.8833,16.32,36,54,2.14,CN,1687832172
453,fort bragg,35.139,-79.006,29.91,60,75,7.72,US,1687832173
454,la magdalena tetela morelos,19.05,-97.9411,17.51,68,78,2.66,MX,1687832173
455,preobrazheniye,42.9019,133.9064,17.77,98,100,5.08,RU,1687831939
456,tulagi,-9.0996,160.1476,27.21,67,74,6.94,SB,1687831879
457,tosontsengel,48.7567,98.2839,9.4,60,98,4.83,MN,1687832173
458,sotkamo,64.1333,28.4167,13.01,78,24,1.42,FI,1687832174
459,hengyang,26.8881,112.615,27.13,81,93,2.49,CN,1687831972
460,temiskaming shores,47.4938,-79.7153,16.81,98,100,3.0,CA,1687831880
461,buka,40.8108,69.1986,25.58,20,0,1.21,UZ,1687831880
462,caluula,11.9661,50.7569,30.15,64,100,2.21,SO,1687832174
463,holualoa,19.6228,-155.9522,26.91,76,40,3.6,US,1687832041
464,namtsy,62.7161,129.6658,22.12,78,100,1.6,RU,1687832175
465,mul,20.0667,79.6667,24.07,96,100,4.23,IN,1687832175
466,quthing,-30.4,27.7003,7.0,58,3,2.24,LS,1687832119
467,eagle,43.6954,-116.354,22.56,54,100,10.8,US,1687831882
468,cataguases,-21.3892,-42.6967,18.03,76,0,0.37,BR,1687832038
469,puerto colombia,10.9878,-74.9547,27.22,81,100,3.21,CO,1687831882
470,bowen,-20.0167,148.2333,23.62,70,16,3.43,AU,1687831883
471,kayangel,8.0823,134.7173,28.5,73,100,1.82,PW,1687832178
472,saqqez,36.2499,46.2735,18.25,37,0,0.97,IR,1687831883
473,saint-francois,46.4154,3.9054,13.15,88,0,0.0,FR,1687832178
474,melfort,52.8667,-104.6177,19.07,63,47,2.57,CA,1687832178
475,molochnoye,59.2917,39.6787,14.33,72,24,1.86,RU,1687832179
476,buurhakaba,2.8026,44.0781,21.11,93,88,4.63,SO,1687832179
477,urengoy,65.9667,78.3667,13.29,55,99,2.64,RU,1687831885
478,le port,-20.9373,55.2919,18.0,84,2,2.68,RE,1687832061
479,boca raton,26.3587,-80.0831,29.01,81,0,2.06,US,1687831717
480,taxisco,14.0708,-90.4631,24.73,90,99,0.59,GT,1687832153
481,auki,-8.7676,160.7034,28.27,64,69,4.17,SB,1687832181
482,ojai,34.4481,-119.2429,22.91,74,8,0.89,US,1687832181
483,muisne,0.6,-80.0333,25.69,82,19,1.48,EC,1687832182
484,kone,-21.0595,164.8658,23.91,52,52,2.92,NC,1687831886
485,wanning,18.8003,110.3967,30.48,69,98,3.18,CN,1687832182
486,pullman,46.7313,-117.1796,25.13,46,20,4.12,US,1687832087
487,venancio aires,-29.6064,-52.1919,18.57,85,5,2.29,BR,1687831887
488,big rapids,43.6981,-85.4837,15.74,93,100,3.6,US,1687832154
489,argostolion,38.1811,20.489,22.1,88,20,1.53,GR,1687832183
490,prado,-17.3411,-39.2208,20.8,84,39,1.44,BR,1687832183
491,port saint john's,-31.6229,29.5448,17.19,89,100,4.69,ZA,1687832183
492,yeppoon,-23.1333,150.7333,26.88,52,11,3.03,AU,1687831888
493,fada,9.5667,8.3,19.92,93,23,0.28,NG,1687832184
494,sovetskaya gavan',48.9723,140.2878,19.84,74,39,3.41,RU,1687832184
495,asau,46.4333,26.4,11.51,84,9,2.28,RO,1687831889
496,ad dabbah,18.05,30.95,30.41,15,1,4.97,SD,1687832184
497,hasaki,35.7333,140.8333,30.12,82,100,4.59,JP,1687832185
498,keetmanshoop,-26.5833,18.1333,8.18,78,65,4.07,NA,1687832185
499,al jabin,14.704,43.599,18.21,59,98,0.35,YE,1687832185
500,quibdo,5.6947,-76.6611,23.55,97,100,0.12,CO,1687832185
501,amga,60.8953,131.9608,29.9,47,100,1.39,RU,1687831940
502,kannus,63.9,23.9,12.52,89,99,1.76,FI,1687831890
503,zilupe,56.3862,28.1217,12.11,97,97,2.19,LV,1687832186
504,vuktyl,63.8567,57.3094,11.88,65,94,3.55,RU,1687832186
505,paita,-5.0892,-81.1144,22.88,82,60,6.85,PE,1687832117
506,dalbandin,28.8947,64.4101,29.69,56,14,1.69,PK,1687831891
507,abbeville,50.1,1.8333,14.98,94,100,3.18,FR,1687831892
508,luorong,24.4058,109.6086,23.25,97,100,0.38,CN,1687832187
509,el limon,10.3059,-67.6321,28.62,88,90,0.6,VE,1687832187
510,morant bay,17.8815,-76.4093,29.79,85,98,2.1,JM,1687832188
511,campo gallo,-26.5833,-62.85,21.69,56,0,1.81,AR,1687832188
512,nawabganj,24.5911,88.271,26.74,86,100,6.12,BD,1687832188
513,langsa,4.4683,97.9683,26.45,86,100,1.06,ID,1687831893
514,mogadishu,2.0371,45.3438,25.04,83,16,6.86,SO,1687832094
515,bogotol,56.2078,89.5342,15.23,67,13,2.94,RU,1687832189
516,taoudenni,22.6783,-3.9836,33.72,28,0,2.74,ML,1687831894
517,kisangani,0.5167,25.2,21.28,97,100,0.91,CD,1687832190
518,axim,4.8699,-2.2405,23.98,76,15,3.45,GH,1687832190
519,sao joao da barra,-21.6403,-41.0511,22.44,88,0,6.34,BR,1687832190
520,porto novo,6.4965,2.6036,24.9,77,100,4.64,BJ,1687832101
521,rio preto da eva,-2.6994,-59.6997,25.16,70,88,0.76,BR,1687831895
522,percut,3.6253,98.864,26.12,81,99,1.4,ID,1687831895
523,kotel'nikovo,47.6317,43.1461,18.18,91,100,7.03,RU,1687832191
524,crotone,39.0851,17.1178,22.33,70,0,3.3,IT,1687832069
525,vilyuchinsk,52.9306,158.4028,26.15,72,84,2.45,RU,1687831896
526,arteche,12.2645,125.4048,28.57,79,48,0.56,PH,1687832192
527,culiacan,24.7994,-107.3897,29.82,62,0,3.09,MX,1687831939
528,codrington,-38.2667,141.9667,11.44,84,100,6.0,AU,1687832192
529,coronel suarez,-37.4547,-61.9334,8.25,53,93,2.2,AR,1687832192
530,curillo,1.0333,-75.9191,22.27,94,13,0.1,CO,1687832192
531,sinop,41.7711,34.8709,15.49,92,4,2.04,TR,1687832193
532,sattahip,12.6664,100.9007,31.95,66,40,0.0,TH,1687831898
533,hithadhoo,-0.6,73.0833,27.87,76,100,4.28,MV,1687832193
534,labasa,-16.4167,179.3833,25.32,71,74,1.2,FJ,1687832193
535,ubari,26.5921,12.7805,29.33,18,0,3.82,LY,1687831898
536,velingara,13.15,-14.1167,25.44,84,98,2.29,SN,1687832194
537,murun-kuren,49.6342,100.1625,11.47,64,85,1.84,MN,1687831899
538,aripuana,-9.1667,-60.6333,24.08,61,4,0.83,BR,1687832194
539,mbandaka,0.0487,18.2603,20.65,98,70,0.53,CD,1687832194
540,guarapuava,-25.3953,-51.4581,10.07,94,0,1.04,BR,1687831900
541,konarka,19.9,86.1167,28.22,72,86,6.26,IN,1687832195
542,bereket,39.2446,55.5154,27.15,23,0,1.97,TM,1687832195
543,harstad,68.799,16.5293,16.8,88,54,3.58,NO,1687832195
544,bayan,46.0833,127.4,22.87,72,100,2.86,CN,1687832195
545,nazyvayevsk,55.5698,71.3529,12.69,91,100,8.39,RU,1687832196
546,pokhara,28.2333,83.9833,24.99,86,39,1.42,NP,1687832196
547,khandyga,62.6667,135.6,31.6,35,33,1.45,RU,1687831901
548,papao,-17.75,-149.55,28.82,73,0,7.36,PF,1687832120
549,pemangkat,1.1667,108.9667,28.77,66,7,2.59,ID,1687831902
550,san julian,21.0167,-102.1667,20.82,52,100,7.39,MX,1687832197
551,mao,39.8885,4.2658,22.31,78,0,2.06,ES,1687832197
552,smara,26.7384,-11.6719,24.79,64,4,5.54,EH,1687832197
553,den burg,53.0542,4.7972,17.21,77,100,4.12,NL,1687832198
554,dong ha,16.8163,107.1003,32.84,52,100,1.1,VN,1687832198
555,yarkovo,57.4028,67.0786,12.5,69,99,5.62,RU,1687832198
556,ar rutbah,33.0381,40.2848,23.13,30,0,3.98,IQ,1687831903
557,aldama,22.9167,-98.0667,30.83,83,1,2.57,MX,1687832199
558,amboise,47.4125,0.9827,16.3,77,0,1.03,FR,1687832199
559,tawau,4.2498,117.8871,31.07,72,25,1.52,MY,1687832199
560,san pedro pochutla,15.7333,-96.4667,27.06,88,44,1.08,MX,1687832199
561,pionerskiy,54.9508,20.2275,14.91,80,100,4.59,RU,1687832200
562,bailesti,44.0167,23.35,17.01,87,3,1.79,RO,1687832200
563,aioun,16.6614,-9.6149,31.08,47,97,5.91,MR,1687832200
564,guerrero negro,27.9769,-114.0611,18.51,73,0,9.81,MX,1687832200
565,sooke,48.3746,-123.7276,22.99,63,33,16.98,CA,1687831905
566,garoua boulai,5.8833,14.55,16.49,98,96,1.11,CM,1687831972
567,bugarama,-2.8706,30.5281,15.67,79,26,1.09,TZ,1687832201
568,tasqala,51.1167,50.3167,13.1,70,100,3.09,KZ,1687831906
569,visakhapatnam,17.69,83.2093,28.94,65,75,2.57,IN,1687831915
570,dinguiraye,11.3,-10.7167,23.1,84,99,0.94,GN,1687832202
571,thunder bay,48.4001,-89.3168,17.99,68,65,1.54,CA,1687832202
572,valle nacional,17.7833,-96.3167,23.58,96,14,1.48,MX,1687832202
573,saint-pol-sur-ternoise,50.3811,2.3341,13.98,93,96,2.96,FR,1687832203
574,labytnangi,66.6572,66.4183,13.39,80,29,3.06,RU,1687832203
575,springbok,-29.6643,17.8865,8.49,84,95,3.19,ZA,1687831908
576,okhotsk,59.3833,143.3,15.33,80,52,3.65,RU,1687832203
577,nova sintra,14.8667,-24.7167,20.7,80,5,4.83,CV,1687832204
578,amuntai,-2.4177,115.2494,30.95,59,5,0.49,ID,1687831908
579,harnai,30.1005,67.9374,29.66,55,47,1.18,PK,1687832204
580,nevada,39.2502,-116.7512,12.72,54,7,5.43,US,1687832204
581,uige,-7.6087,15.0613,15.79,98,15,0.9,AO,1687831909
582,menaka,15.9182,2.4022,31.88,37,100,3.39,ML,1687832205
583,caleta de carquin,-11.0925,-77.6267,20.32,82,46,5.0,PE,1687832205
584,tostado,-29.232,-61.7692,20.55,83,4,0.89,AR,1687832205
585,iskushuban,10.2837,50.23,26.3,60,97,10.97,SO,1687832205
586,zaysan,47.4667,84.8667,22.26,17,36,2.22,KZ,1687832206
587,marsh harbour,26.5412,-77.0636,27.25,84,28,5.56,BS,1687832206
588,boende,-0.2167,20.8667,21.31,97,92,0.64,CD,1687831911
589,channagiri,14.0333,75.9333,22.5,85,100,5.2,IN,1687832206
590,yatou,37.15,122.3833,28.54,58,55,8.5,CN,1687832207
591,dukhan,25.4297,50.7858,31.03,52,29,3.02,QA,1687832207
592,isla del bosque,22.7333,-105.85,28.26,74,7,2.41,MX,1687832207
593,danilovka,50.3557,44.1168,14.35,82,100,7.29,RU,1687832208
594,ponta delgada,37.7333,-25.6667,20.4,83,20,5.66,PT,1687832208
595,gobabis,-22.45,18.9667,8.41,63,0,3.88,NA,1687832208
596,sidney,-33.8679,151.2073,17.95,49,75,5.14,AU,1687832013
597,rocha,-34.4833,-54.3333,13.3,94,100,2.15,UY,1687831912
598,yavas,54.4159,42.8491,13.26,78,100,2.51,RU,1687832209
599,fort-shevchenko,44.5086,50.263,23.47,52,12,6.94,KZ,1687831913
600,laminusa,5.5549,120.9136,28.44,73,98,2.35,PH,1687831913
601,sour el ghozlane,36.1477,3.6912,20.25,49,0,1.07,DZ,1687831936
602,terrace,54.5163,-128.6035,25.68,56,100,2.05,CA,1687831766
603,phan rang-thap cham,11.5667,108.9833,29.98,66,90,0.48,VN,1687832210
604,ivdel',60.6911,60.4206,14.74,54,27,1.09,RU,1687832210
605,shihezi,44.3,86.0333,24.53,20,0,2.48,CN,1687831914
606,qarqaraly,49.4058,75.4742,20.76,34,84,7.49,KZ,1687832210
607,stepnoye,51.4,46.8667,14.5,63,100,3.14,RU,1687832211
608,ambagarh chauki,20.7833,80.7167,23.59,95,100,6.03,IN,1687832211
609,songjiang,31.036,121.2146,29.47,68,68,3.24,CN,1687831946
610,rio rico,31.4715,-110.9765,37.8,12,0,5.66,US,1687832212
